,loss_plot,test_loss_plot,name,bleu1,bleu2,bleu3,bleu4
0,1.3165481090545654,1.1122572422027588,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
1,1.017806887626648,1.0311347246170044,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
2,0.9219479560852051,1.0177059173583984,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
3,0.8554936647415161,1.0125831365585327,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
4,0.8010497689247131,1.0223368406295776,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
5,0.746537446975708,1.0308687686920166,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
6,0.6977357864379883,1.0489983558654785,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
7,0.6539223790168762,1.0706015825271606,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
8,0.6135465502738953,1.0985043048858643,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
9,0.5771283507347107,1.1250133514404297,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
10,0.5443729758262634,1.1557621955871582,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
11,0.5138759016990662,1.1864900588989258,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
12,0.48589664697647095,1.2139567136764526,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
13,0.4607239067554474,1.256281852722168,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
14,0.4372102916240692,1.2810533046722412,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.9,0.4167,0.2752,0.4611,0.5246
